Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Beyonder_Champ_LocoMotive_Mutator_B_DescriptionKey,Text,,,,,"Friendly units without <b>Mutated</b> gain <b>Mutated</b> and '<b>Strike:</b> apply <b>Jitters [effect0.upgrade.trigger0.effect0.status0.power]</b>.'",,,,,
Beyonder_Champ_LocoMotive_Mutator_B_AppliedDescriptionKey,Text,,,,,"Apply <b>Jitters [effect0.status0.power]</b>.",,,,,
Beyonder_Champ_LocoMotive_Mutator_C_DescriptionKey,Text,,,,,"Friendly units without <b>Mutated</b> gain <b>Mutated</b>, +[effect0.upgrade.bonusdamage] [attack] and '<b>Anxiety:</b> [effect0.upgrade.trigger0.effect0.upgrade.bonusdamage] [attack].",,,,,
Beyonder_Champ_LocoMotive_Mutator_C_AppliedDescriptionKey,Text,,,,,"[effect0.upgrade.bonusdamage] [attack].",,,,,
Beyonder_Champ_LocoMotive_Conductor_0_TitleKey,Text,,,,,"The Conductor","The Conductor","The Conductor","The Conductor","The Conductor","The Conductor"
Beyonder_Champ_LocoMotive_Conductor_1_TitleKey,Text,,,,,"Conductor II","Conductor II","Conductor II","Conductor II","Conductor II","Conductor II"
Beyonder_Champ_LocoMotive_Conductor_2_TitleKey,Text,,,,,"Conductor III","Conductor III","Conductor III","Conductor III","Conductor III","Conductor III"
Beyonder_Champ_LocoMotive_Conductor_A_DescriptionKey,Text,,,,,"<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and <b>Jitters [effect1.status0.power]</b>.","<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and <b>Jitters [effect1.status0.power]</b>.","<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and <b>Jitters [effect1.status0.power]</b>.","<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and <b>Jitters [effect1.status0.power]</b>.","<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and <b>Jitters [effect1.status0.power]</b>.","<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and <b>Jitters [effect1.status0.power]</b>."
Beyonder_Champ_LocoMotive_Conductor_B_DescriptionKey,Text,,,,,"<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and [effect0.upgrade.bonushp] [health].","<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and [effect0.upgrade.bonushp] [health].","<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and [effect0.upgrade.bonushp] [health].","<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and [effect0.upgrade.bonushp] [health].","<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and [effect0.upgrade.bonushp] [health].","<b>Mutated</b> units on this floor gain +[effect0.upgrade.bonusdamage] [attack] and [effect0.upgrade.bonushp] [health]."
Beyonder_Champ_LocoMotive_Conductor_C0_DescriptionKey,Text,,,,,"<b>Mutated.</b>","<b>Mutated.</b>","<b>Mutated.</b>","<b>Mutated.</b>","<b>Mutated.</b>","<b>Mutated.</b>"
Beyonder_Champ_LocoMotive_Conductor_C1_DescriptionKey,Text,,,,,"All <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b> and friendly <b>Mutated</b> units gain <b>Chronic [effect1.status0.power]</b>.","All <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b> and friendly <b>Mutated</b> units gain <b>Chronic [effect1.status0.power]</b>.","All <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b> and friendly <b>Mutated</b> units gain <b>Chronic [effect1.status0.power]</b>.","All <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b> and friendly <b>Mutated</b> units gain <b>Chronic [effect1.status0.power]</b>.","All <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b> and friendly <b>Mutated</b> units gain <b>Chronic [effect1.status0.power]</b>.","All <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b> and friendly <b>Mutated</b> units gain <b>Chronic [effect1.status0.power]</b>."
Beyonder_Champ_LocoMotive_Conductor_Cb0_DescriptionKey,Text,,,,,"Apply <b>Mutated</b> to enemy units.","Apply <b>Mutated</b> to enemy units.","Apply <b>Mutated</b> to enemy units.","Apply <b>Mutated</b> to enemy units.","Apply <b>Mutated</b> to enemy units.","Apply <b>Mutated</b> to enemy units."
Beyonder_Champ_LocoMotive_Conductor_Cb1_DescriptionKey,Text,,,,,"Enemy <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b>.","Enemy <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b>.","Enemy <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b>.","Enemy <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b>.","Enemy <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b>.","Enemy <b>Mutated</b> units gain <b>Jitters [effect0.status0.power]</b>."
Beyonder_Champ_LocoMotive_Horror_0_TitleKey,Text,,,,,"The Horror","The Horror","The Horror","The Horror","The Horror","The Horror"
Beyonder_Champ_LocoMotive_Horror_1_TitleKey,Text,,,,,"Horror II","Horror II","Horror II","Horror II","Horror II","Horror II"
Beyonder_Champ_LocoMotive_Horror_2_TitleKey,Text,,,,,"Horror III","Horror III","Horror III","Horror III","Horror III","Horror III"
Beyonder_Champ_LocoMotive_Horror_A_DescriptionKey,Text,,,,,"Apply <b>Jitters [effect0.status0.power]</b> to all enemy units.","Apply <b>Jitters [effect0.status0.power]</b> to all enemy units.","Apply <b>Jitters [effect0.status0.power]</b> to all enemy units.","Apply <b>Jitters [effect0.status0.power]</b> to all enemy units.","Apply <b>Jitters [effect0.status0.power]</b> to all enemy units.","Apply <b>Jitters [effect0.status0.power]</b> to all enemy units."
Beyonder_Champ_LocoMotive_Horror_B_DescriptionKey,Text,,,,,"Apply <b>Jitters [effect0.status0.power]</b> to all enemy units.","Apply <b>Jitters [effect0.status0.power]</b> to all enemy units.","Apply <b>Jitters [effect0.status0.power]</b> to all enemy units.","Apply <b>Jitters [effect0.status0.power]</b> to all enemy units.","Apply <b>Jitters [effect0.status0.power]</b> to all enemy units.","Apply <b>Jitters [effect0.status0.power]</b> to all enemy units."
Beyonder_Champ_LocoMotive_Horror_C_DescriptionKey,Text,,,,,"Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>.","Gain <b>Jitters [effect0.status0.power]</b>."
Beyonder_Champ_LocoMotive_Horror_Cb_DescriptionKey,Text,,,,,"Flees to the discard pile if not [rooted], [dazed], or paralyzed by <b>Neurosis</b>.","Flees to the discard pile if not [rooted], [dazed], or paralyzed by <b>Neurosis</b>.","Flees to the discard pile if not [rooted], [dazed], or paralyzed by <b>Neurosis</b>.","Flees to the discard pile if not [rooted], [dazed], or paralyzed by <b>Neurosis</b>.","Flees to the discard pile if not [rooted], [dazed], or paralyzed by <b>Neurosis</b>.","Flees to the discard pile if not [rooted], [dazed], or paralyzed by <b>Neurosis</b>."
CardEffectCantDespawnCharacter_Rooted,Text,,,,,"Can't escape while rooted!","Can't escape while rooted!","Can't escape while rooted!","Can't escape while rooted!","Can't escape while rooted!","Can't escape while rooted!"
Beyonder_Champ_LocoMotive_Formless_0_TitleKey,Text,,,,,"The Formless","The Formless","The Formless","The Formless","The Formless","The Formless"
Beyonder_Champ_LocoMotive_Formless_1_TitleKey,Text,,,,,"Formless II","Formless II","Formless II","Formless II","Formless II","Formless II"
Beyonder_Champ_LocoMotive_Formless_2_TitleKey,Text,,,,,"Formless III","Formless III","Formless III","Formless III","Formless III","Formless III"
Beyonder_Champ_LocoMotive_Formless_A1_DescriptionKey,Text,,,,,"+[effect0.upgrade.bonusdamage] [attack].","+[effect0.upgrade.bonusdamage] [attack].","+[effect0.upgrade.bonusdamage] [attack].","+[effect0.upgrade.bonusdamage] [attack].","+[effect0.upgrade.bonusdamage] [attack].","+[effect0.upgrade.bonusdamage] [attack]."
Beyonder_Champ_LocoMotive_Formless_A2_DescriptionKey,Text,,,,,"[effect0.upgrade.bonusdamage] [attack].","[effect0.upgrade.bonusdamage] [attack].","[effect0.upgrade.bonusdamage] [attack].","[effect0.upgrade.bonusdamage] [attack].","[effect0.upgrade.bonusdamage] [attack].","[effect0.upgrade.bonusdamage] [attack]."
Beyonder_Champ_LocoMotive_Formless_B_DescriptionKey,Text,,,,,"Trigger <b>Hysteria</b> on this floor.","Trigger <b>Hysteria</b> on this floor.","Trigger <b>Hysteria</b> on this floor.","Trigger <b>Hysteria</b> on this floor.","Trigger <b>Hysteria</b> on this floor.","Trigger <b>Hysteria</b> on this floor."
Beyonder_Champ_LocoMotive_Formless_C_DescriptionKey,Text,,,,,"Apply <b>Jitters [effect0.status0.power]</b> to all units on this floor.","Apply <b>Jitters [effect0.status0.power]</b> to all units on this floor.","Apply <b>Jitters [effect0.status0.power]</b> to all units on this floor.","Apply <b>Jitters [effect0.status0.power]</b> to all units on this floor.","Apply <b>Jitters [effect0.status0.power]</b> to all units on this floor.","Apply <b>Jitters [effect0.status0.power]</b> to all units on this floor."
Beyonder_Champ_Epidemial_Name_Key,Text,,,,,"Epidemial","Epidemial","Epidemial","Epidemial","Epidemial","Epidemial"
Beyonder_Champ_Epidemial_Description_Key,Text,,,,,"","","","","",""
Beyonder_Champ_Epidemial_Lore_Key,Text,,,,,"In visions and my manic delusions, I've seen glimpses of an ancient Beyonder from the beginning of time. From everything I've leaned about these terrible creatures, they represent a personification of the natural decay of the universe, entropy made flesh. This old one goes against that grain and its mere existence opens up a great many questions about the nature of the universe. Way back then, chaos was the only thing that existed, timeless and eternal. The Epidemial changed that, coalescing and cradling primordial life within its form. But that's the weird thing. Everyone knows that it's the divinity called Mother who created life. So what kind of life, then, originated from the Epidemial?","In visions and my manic delusions, I've seen glimpses of an ancient Beyonder from the beginning of time. From everything I've leaned about these terrible creatures, they represent a personification of the natural decay of the universe, entropy made flesh. This old one goes against that grain and its mere existence opens up a great many questions about the nature of the universe. Way back then, chaos was the only thing that existed, timeless and eternal. The Epidemial changed that, coalescing and cradling primordial life within its form. But that's the weird thing. Everyone knows that it's the divinity called Mother who created life. So what kind of life, then, originated from the Epidemial?","In visions and my manic delusions, I've seen glimpses of an ancient Beyonder from the beginning of time. From everything I've leaned about these terrible creatures, they represent a personification of the natural decay of the universe, entropy made flesh. This old one goes against that grain and its mere existence opens up a great many questions about the nature of the universe. Way back then, chaos was the only thing that existed, timeless and eternal. The Epidemial changed that, coalescing and cradling primordial life within its form. But that's the weird thing. Everyone knows that it's the divinity called Mother who created life. So what kind of life, then, originated from the Epidemial?","In visions and my manic delusions, I've seen glimpses of an ancient Beyonder from the beginning of time. From everything I've leaned about these terrible creatures, they represent a personification of the natural decay of the universe, entropy made flesh. This old one goes against that grain and its mere existence opens up a great many questions about the nature of the universe. Way back then, chaos was the only thing that existed, timeless and eternal. The Epidemial changed that, coalescing and cradling primordial life within its form. But that's the weird thing. Everyone knows that it's the divinity called Mother who created life. So what kind of life, then, originated from the Epidemial?","In visions and my manic delusions, I've seen glimpses of an ancient Beyonder from the beginning of time. From everything I've leaned about these terrible creatures, they represent a personification of the natural decay of the universe, entropy made flesh. This old one goes against that grain and its mere existence opens up a great many questions about the nature of the universe. Way back then, chaos was the only thing that existed, timeless and eternal. The Epidemial changed that, coalescing and cradling primordial life within its form. But that's the weird thing. Everyone knows that it's the divinity called Mother who created life. So what kind of life, then, originated from the Epidemial?","In visions and my manic delusions, I've seen glimpses of an ancient Beyonder from the beginning of time. From everything I've leaned about these terrible creatures, they represent a personification of the natural decay of the universe, entropy made flesh. This old one goes against that grain and its mere existence opens up a great many questions about the nature of the universe. Way back then, chaos was the only thing that existed, timeless and eternal. The Epidemial changed that, coalescing and cradling primordial life within its form. But that's the weird thing. Everyone knows that it's the divinity called Mother who created life. So what kind of life, then, originated from the Epidemial?"
Beyonder_Champ_Epidemial_Innumerable_0_TitleKey,Text,,,,,"The Innumerable","The Innumerable","The Innumerable","The Innumerable","The Innumerable","The Innumerable"
Beyonder_Champ_Epidemial_Innumerable_1_TitleKey,Text,,,,,"Innumerable II","Innumerable II","Innumerable II","Innumerable II","Innumerable II","Innumerable II"
Beyonder_Champ_Epidemial_Innumerable_2_TitleKey,Text,,,,,"Innumerable III","Innumerable III","Innumerable III","Innumerable III","Innumerable III","Innumerable III"
Beyonder_Champ_Epidemial_Innumerable_SpawnCopy_Key,Text,,,,,"When played, add a copy to the top of your draw pile.","When played, add a copy to the top of your draw pile.","When played, add a copy to the top of your draw pile.","When played, add a copy to the top of your draw pile.","When played, add a copy to the top of your draw pile.","When played, add a copy to the top of your draw pile."
Beyonder_Champ_Epidemial_Innumerable_A_DescriptionKey,Text,,,,,"+1 Draw per turn.","+1 Draw per turn.","+1 Draw per turn.","+1 Draw per turn.","+1 Draw per turn.","+1 Draw per turn."
Beyonder_Champ_Epidemial_Innumerable_B_DescriptionKey,Text,,,,,"+1 [ember] per turn.","+1 [ember] per turn.","+1 [ember] per turn.","+1 [ember] per turn.","+1 [ember] per turn.","+1 [ember] per turn."
Beyonder_Champ_Epidemial_Innumerable_C0_DescriptionKey,Text,,,,,"Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'","Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'","Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'","Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'","Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'","Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'"
Beyonder_Champ_Epidemial_Innumerable_C1_DescriptionKey,Text,,,,,"Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'","Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'","Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'","Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'","Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'","Duplicate the lowest [health] non-Epidemial ally and apply '<b>Resolve:</b> Dies.'"
